GENE	104307-001-001R	104307-001-072	104307-001-040	104307-001-081	104307-001-033	104307-001-049	104307-001-089	104307-001-009	104307-001-065	104307-001-017	104307-001-025	104307-001-057
ENSG00000277900.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277901.1	5	0	11	0	0	4	0	76	1	2	15	6
ENSG00000277903.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277904.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277907.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277911.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277912.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277913.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277914.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277916.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277918.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277919.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277920.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277922.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277925.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277930.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277932.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277935.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277938.1	0	1	9	0	0	7	9	18	14	11	0	2
ENSG00000277941.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277942.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277945.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277946.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277947.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277948.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277950.1	0	0	1	0	0	0	7	0	0	0	0	0
ENSG00000277952.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277954.1	9	0	14	0	8	0	6	8	2	10	12	0
ENSG00000277957.1	0	0	1	2	0	2	1	0	0	0	0	0
ENSG00000277958.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277959.1	22	5	5	0	0	0	0	0	8	17	22	5
ENSG00000277965.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277966.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277967.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277968.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277969.1	28	28	24	46	11	29	42	59	18	14	27	11
ENSG00000277971.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277972.1	1092	588	738	1256	558	900	1684	726	839	795	432	717
ENSG00000277973.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277975.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277977.1	0	0	1	0	0	0	2	0	0	2	0	0
ENSG00000277978.1	10	0	3	0	5	0	0	0	0	0	0	0
ENSG00000277979.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277981.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277984.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277985.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277986.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277987.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000277988.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277991.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277994.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277997.1	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000277998.1	4	1	1	0	1	0	4	0	0	3	1	1
ENSG00000277999.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278000.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278001.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278002.1	17	2	2	13	0	0	0	0	1	11	0	0
ENSG00000278004.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278007.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278008.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278009.1	0	0	0	0	0	0	0	0	0	0	0	5
ENSG00000278010.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278011.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278012.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278013.1	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000278017.1	0	0	0	0	0	3	0	0	0	4	0	0
ENSG00000278020.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278022.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278023.5	13	0	0	1	4	0	0	0	0	2	0	2
ENSG00000278026.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278028.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278030.1	0	0	0	0	5	0	0	0	7	0	0	0
ENSG00000278034.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278035.1	8	4	8	0	0	0	0	0	0	0	0	0
ENSG00000278038.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278039.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278040.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278041.1	5	0	0	0	0	0	0	0	0	5	0	0
ENSG00000278044.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278045.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278048.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278050.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278052.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278053.4	470	540	572	287	315	477	384	477	444	474	698	346
ENSG00000278054.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278055.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278057.4	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000278058.1	12	4	2	10	16	2	0	17	6	40	0	0
ENSG00000278060.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000278068.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000278069.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278071.1	41	0	0	4	9	0	53	0	2	34	16	0
ENSG00000278072.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278073.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278075.1	0	16	2	16	0	5	7	2	5	1	1	3
ENSG00000278077.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278078.1	0	0	5	0	0	0	0	0	0	1	0	0
ENSG00000278080.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278083.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278084.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278085.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278089.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278090.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000278095.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278097.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278098.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278099.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278100.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278102.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278103.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278104.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278106.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278107.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278108.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278109.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278110.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278112.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278113.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278122.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278123.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278124.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278126.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278128.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278129.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278130.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278131.1	7	0	0	1	0	12	0	0	1	0	0	9
ENSG00000278133.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278134.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278135.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278138.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278139.1	6	0	4	7	0	3	0	18	0	2	0	0
ENSG00000278143.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278144.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278146.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278147.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000278151.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278153.1	0	13	1	0	0	0	8	0	0	0	4	0
ENSG00000278156.1	19	0	0	0	0	0	0	9	4	5	0	0
ENSG00000278158.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278159.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278160.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278171.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278172.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278175.3	34	66	41	102	25	30	37	66	40	46	11	17
ENSG00000278177.1	7	9	8	40	14	12	27	14	16	9	0	6
ENSG00000278180.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278181.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278182.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278184.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278188.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278189.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278192.1	0	9	10	0	14	0	0	22	5	0	0	0
ENSG00000278193.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278195.1	0	0	18	0	0	1	0	12	4	0	21	0
ENSG00000278196.3	18	16	14	12	58	0	0	98	83	81	139	8
ENSG00000278197.1	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000278200.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278202.1	15	1	3	15	7	4	0	10	2	13	1	8
ENSG00000278204.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278205.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278206.1	0	0	0	0	0	0	0	8	0	0	5	0
ENSG00000278212.1	1	0	2	10	0	0	16	0	5	1	0	3
ENSG00000278213.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278214.1	7	0	0	10	0	2	0	0	2	5	0	0
ENSG00000278215.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278217.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278218.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278221.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278222.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278223.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278224.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278226.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278231.1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000278233.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278234.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278236.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278237.1	0	0	0	0	0	0	4	21	0	0	6	0
ENSG00000278238.1	6	0	0	0	21	0	0	0	4	0	0	0
ENSG00000278239.1	0	0	0	0	0	5	0	0	0	0	0	0
ENSG00000278242.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278249.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278250.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278254.4	0	3	0	0	0	6	3	0	1	1	0	3
ENSG00000278255.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278256.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278259.4	590	448	371	500	271	277	563	560	279	530	738	139
ENSG00000278261.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278263.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278264.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278265.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278266.1	11	48	8	85	11	45	44	0	30	0	23	34
ENSG00000278267.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278272.1	0	0	0	0	0	0	0	10	0	0	0	0
ENSG00000278273.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278274.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278275.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278276.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278278.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278281.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278283.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278287.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278289.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278291.1	7	23	5	0	2	0	7	4	9	15	6	9
ENSG00000278292.1	4	0	0	0	0	0	0	0	2	0	0	0
ENSG00000278299.5	2	0	0	2	0	0	3	0	0	0	0	0
ENSG00000278301.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278305.1	0	0	0	0	0	7	0	0	0	0	0	0
ENSG00000278311.4	1790	1235	1734	1333	1119	1207	1457	2709	1306	1421	2196	1071
ENSG00000278313.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278317.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278318.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278319.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278324.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278328.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278330.1	0	0	0	0	7	0	0	0	3	1	0	0
ENSG00000278331.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278332.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278333.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278334.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278337.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278338.4	0	0	0	0	0	10	0	8	1	0	0	10
ENSG00000278340.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278341.1	0	0	1	0	0	1	2	10	11	2	0	0
ENSG00000278342.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278343.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278344.1	0	0	2	9	0	0	0	0	1	0	0	0
ENSG00000278346.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278348.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278349.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278351.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278356.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278358.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278359.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278367.1	0	0	0	4	2	1	0	0	0	0	0	0
ENSG00000278370.1	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000278374.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278376.1	0	5	0	0	21	10	18	16	12	4	1	3
ENSG00000278381.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278382.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278383.1	21	0	1	15	0	0	14	0	7	4	12	0
ENSG00000278385.1	0	0	0	7	0	2	0	9	0	2	0	0
ENSG00000278388.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278389.1	8	0	8	0	0	1	0	0	0	0	0	0
ENSG00000278390.4	57	4	7	5	3	28	7	13	7	31	0	4
ENSG00000278391.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278395.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278396.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278399.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278400.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278404.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278406.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278408.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278410.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278412.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278413.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278416.1	18	0	6	2	0	1	4	0	0	4	0	0
ENSG00000278418.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278419.1	0	0	55	3	25	4	0	52	9	0	0	0
ENSG00000278420.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278421.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278422.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278424.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278428.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278431.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278433.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278434.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278438.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278441.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000278445.1	0	0	0	0	0	2	3	0	0	0	8	6
ENSG00000278446.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278447.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278449.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278454.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278455.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278456.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278459.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278462.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278463.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278464.1	104	0	16	20	3	0	32	59	31	29	8	0
ENSG00000278465.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278467.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278469.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278472.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278473.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278475.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278477.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278478.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278480.1	0	0	4	0	2	3	6	9	1	0	10	0
ENSG00000278482.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278483.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278484.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278485.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278486.1	0	0	0	0	0	1	0	0	0	4	0	0
ENSG00000278487.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278492.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278493.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278496.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278497.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278498.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278499.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278500.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278502.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278505.4	0	0	0	0	0	0	0	0	3	0	0	14
ENSG00000278513.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278514.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278517.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278518.1	0	9	7	12	10	23	41	0	11	4	0	24
ENSG00000278520.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278522.4	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000278523.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278524.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278525.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278526.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278527.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278528.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278529.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278530.4	1	103	24	47	63	2	9	38	23	33	28	3
ENSG00000278531.1	5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278532.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278535.4	167	43	71	106	49	93	151	130	129	184	76	71
ENSG00000278537.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278540.4	581	1284	762	886	343	1489	1034	912	538	881	955	1321
ENSG00000278541.1	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278543.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278546.1	4	34	0	8	0	0	1	0	0	3	0	0
ENSG00000278549.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278551.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278552.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278554.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278558.4	5	0	0	7	9	5	0	19	0	38	0	1
ENSG00000278561.1	2	0	0	0	15	2	1	0	0	0	0	0
ENSG00000278569.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278570.4	13	0	13	20	43	34	9	50	5	31	44	12
ENSG00000278571.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278572.1	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000278576.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278577.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278580.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278581.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278582.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278585.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278586.1	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000278587.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278588.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278589.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278590.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278591.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278592.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278593.1	0	0	0	1	0	3	0	0	0	0	0	0
ENSG00000278594.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278595.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278596.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278598.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278599.5	0	0	3	0	0	0	1	0	0	1	0	0
ENSG00000278600.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278601.1	0	4	4	14	3	7	7	40	2	9	37	11
ENSG00000278602.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278603.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278604.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278607.1	0	0	6	0	0	1	0	0	0	0	0	0
ENSG00000278610.1	13	44	9	18	7	20	3	2	16	8	6	2
ENSG00000278611.1	27	0	0	0	0	0	0	0	6	2	15	0
ENSG00000278615.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278616.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278617.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278618.1	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000278619.4	158	142	47	62	84	42	135	83	52	77	47	19
ENSG00000278621.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278626.1	0	0	0	4	0	0	0	0	0	0	0	2
ENSG00000278627.1	0	0	0	0	0	2	0	0	1	8	0	0
ENSG00000278630.1	14	0	0	0	0	23	0	1	0	7	0	5
ENSG00000278631.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278635.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278636.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278637.1	0	0	0	10	0	0	0	0	0	0	0	0
ENSG00000278638.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278640.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278641.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278642.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000278643.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278646.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278647.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278650.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278654.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278655.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278657.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278658.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278661.1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000278662.4	39	4	48	29	76	6	37	0	8	23	18	4
ENSG00000278664.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278665.1	0	0	0	1	0	0	0	0	0	4	0	0
ENSG00000278667.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278668.1	0	7	10	0	0	5	0	7	4	4	0	8
ENSG00000278672.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278674.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278677.1	0	0	0	0	0	0	0	0	0	0	0	0
